,0,1,2,3,4,5,6,7
chr1:19107327-19107477,0.002534440951829523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:19137556-19137706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:19179133-19179283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:20995468-20995618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21002720-21002870,0.0,0.0,0.0003210717686053052,0.0,0.0,0.0,0.0,0.0
chr1:21014549-21014699,0.0,0.00039233430669592586,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21026649-21026799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21035982-21036132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21038506-21038656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21052091-21052241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21052354-21052504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21052714-21052864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21053199-21053349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21067713-21067863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21068085-21068235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21070017-21070167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21074384-21074534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21079294-21079444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:21079552-21079702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24261311-24261461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24263145-24263295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24264375-24264525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24272683-24272833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24302793-24302943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24304599-24304749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24305045-24305195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24316598-24316748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24316725-24316875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24325778-24325928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24349574-24349724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24362342-24362492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24367688-24367838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24367942-24368092,0.0,0.0,0.0,0.0,0.0,0.0,0.002383923299384095,0.0
chr1:24375030-24375180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24378291-24378441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24378565-24378715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24381095-24381245,0.0,0.0,0.0,0.0,0.00358648864690702,0.0,0.0,0.0
chr1:24382954-24383104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24389030-24389180,0.0,0.0,0.0,0.0,0.0,0.0,0.005740036632168188,0.0
chr1:24428416-24428566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24452278-24452428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24452705-24452855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24453330-24453480,0.0005501316842288782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24458138-24458288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24471259-24471409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24495530-24495680,0.0,0.0,0.0,0.0,0.0,0.0,0.004065864070852518,0.0
chr1:24512582-24512732,0.0,0.0,0.0,0.0,0.0,0.0010630471575630539,0.0,0.0
chr1:24512953-24513103,0.0,0.0,0.0,0.0,0.0,0.002874455385000446,0.0,0.0
chr1:24515460-24515610,0.0,0.0,0.0,0.0,0.0017513825264469027,0.0,0.0,0.0
chr1:24516752-24516902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24529022-24529172,0.0,0.0,0.0,0.0,0.0,0.00011743347134781966,0.0,0.0
chr1:24532378-24532528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24539983-24540133,0.0,0.0,0.0,0.0,0.0,0.0,0.000746755135247768,0.0
chr1:24540464-24540614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24563291-24563441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24564895-24565045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24570429-24570579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24586488-24586638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24586690-24586840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24586922-24587072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24587291-24587441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:24587460-24587610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25057316-25057466,0.0,0.0,0.0011960045475284617,0.0,0.0,0.0,0.0,0.0
chr1:25057758-25057908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25060302-25060452,0.0,0.0,0.0,0.0,0.0,0.0011148536219584332,0.0,0.0
chr1:25076213-25076363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25082488-25082638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25085779-25085929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25086066-25086216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25088094-25088244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25105488-25105638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25107287-25107437,0.0,0.0,0.0,0.0,0.0,0.0,0.002883561709626002,0.0
chr1:25107457-25107607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25107821-25107971,0.0,0.0,0.0,0.0,0.0,0.0,0.00305013953015305,0.0
chr1:25132318-25132468,0.0,0.0,0.0,0.0,0.0,0.0,0.00225085215427585,0.0
chr1:25132499-25132649,0.0,0.0,0.0,0.0,0.0,0.0,0.003390292022727245,0.0
chr1:25163676-25163826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25166133-25166283,0.0,0.0,0.0,0.0005552792887281666,0.001567920693268092,0.0,0.0,0.0
chr1:25166510-25166660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25179695-25179845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25179983-25180133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25180341-25180491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25180664-25180814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25186041-25186191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25203173-25203323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25204788-25204938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25228406-25228556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25228733-25228883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25229077-25229227,0.0,0.0006107570137129034,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25229525-25229675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25325506-25325656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25327342-25327492,0.0,0.0,0.0,0.0,0.0,0.0010705191018339545,0.0,0.0
chr1:25399836-25399986,0.0,0.0,0.0,0.0011073543106229259,0.0,0.0,0.0,0.0
chr1:25420780-25420930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25421023-25421173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25430394-25430544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25430659-25430809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25433271-25433421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25468782-25468932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25474555-25474705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25490309-25490459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25491218-25491368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25491636-25491786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25503663-25503813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25504435-25504585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25504704-25504854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25510458-25510608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25510792-25510942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25511037-25511187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25527079-25527229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25527325-25527475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25573476-25573626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25587985-25588135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25588699-25588849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25626707-25626857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25627214-25627364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25644448-25644598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25672744-25672894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25684669-25684819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25696877-25697027,0.0,0.0,0.0,0.0,0.0016037292784900985,0.0,0.0,0.0
chr1:25697290-25697440,0.0,0.0,0.0,0.0,0.0026610122145818167,0.0,0.0,0.0
chr1:25698831-25698981,0.0,0.0,0.0,0.0,0.00796053445293561,0.0,0.0,0.0
chr1:25703737-25703887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25722428-25722578,0.0,0.0,0.0,0.0,0.0,0.0036543240417614238,0.0,0.0
chr1:25722588-25722738,0.0,0.0,0.0,0.0,0.0,2.639666398378913e-05,0.0,0.0
chr1:25722839-25722989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25745687-25745837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25746035-25746185,0.0,0.0,0.0,0.0,0.0,0.0,0.005348078221051483,0.0
chr1:25754611-25754761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25769127-25769277,0.0,0.0,0.0,0.0,0.003550851923436339,0.0,0.0,0.0
chr1:25775591-25775741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25775853-25776003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25778877-25779027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25794151-25794301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25824091-25824241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25829078-25829228,0.0,0.0,0.0,0.0,0.0,0.0019004206252031567,0.0,0.0
chr1:25829874-25830024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:25830106-25830256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40183561-40183711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40224896-40225046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40234183-40234333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40242905-40243055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40243488-40243638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40243808-40243958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40249673-40249823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40266232-40266382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40266525-40266675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40266725-40266875,0.0,0.0025202181194875495,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40270489-40270639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40275370-40275520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40275586-40275736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40275692-40275842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40285222-40285372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40294044-40294194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40294885-40295035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40297368-40297518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:40301888-40302038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:43687778-43687928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:43688381-43688531,0.0,0.0,0.0,0.0,0.0,0.0,0.0012687758083658404,0.0
chr1:43694899-43695049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012060844793825
chr1:43698664-43698814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003885920461928187
chr1:43698834-43698984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00864590066091129
chr1:43730252-43730402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:43730580-43730730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008999792654965968
chr1:43732201-43732351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:43732842-43732992,0.0007804373421087615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:43733031-43733181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:43738288-43738438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45387762-45387912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45432002-45432152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45455934-45456084,0.0,0.0,0.0,0.0,0.0,9.241912966533912e-05,0.0,0.0
chr1:45456138-45456288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45501520-45501670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45502389-45502539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45503096-45503246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45504042-45504192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45919897-45920047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45925558-45925708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45925810-45925960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45925982-45926132,0.0,0.0007820678938832772,0.0,0.0,0.0,0.0,0.0,0.0
chr1:45933016-45933166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56749864-56750014,0.000779670149125773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56749988-56750138,0.0034376358483892452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56750766-56750916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56779670-56779820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56780184-56780334,0.0,0.0,0.0,0.0,0.0015240974319236185,0.0,0.0,0.0
chr1:56780497-56780647,0.0,0.0,0.0,0.0,0.001441912900458999,0.0,0.0,0.0
chr1:56780910-56781060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56788487-56788637,0.0,0.0,0.0,0.0,0.000987548028139464,0.0,0.0,0.0
chr1:56788587-56788737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56800608-56800758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56809091-56809241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56833411-56833561,0.00022005691048123294,0.0008609480583835243,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56834208-56834358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56834650-56834800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56834984-56835134,0.0009945479582452422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56835337-56835487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56844855-56845005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56850648-56850798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56851041-56851191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56885147-56885297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56891794-56891944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56892606-56892756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56892795-56892945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56900314-56900464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56908554-56908704,0.0,0.0,0.0,0.0,0.0006601420525364863,0.0,0.0,0.0
chr1:56909159-56909309,0.0,0.0,0.0,0.0,0.0024143723751195965,0.0,0.0,0.0
chr1:56909434-56909584,0.0,0.0,0.0,0.0,0.0031378287002612423,0.0,0.0,0.0
chr1:56909696-56909846,0.0,0.0,0.0,0.0,0.0008107161016432504,0.0,0.0,0.0
chr1:56920391-56920541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56920699-56920849,0.0,0.0,0.0,0.0,0.0023535609824297398,0.0,0.0,0.0
chr1:56928491-56928641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56928851-56929001,0.0031112580383084476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56939147-56939297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56963558-56963708,0.0,0.0,0.0,0.0,1.9358246188633553e-05,0.0,0.0,0.0
chr1:56969342-56969492,0.0,0.0,0.0,0.0,0.0032749010407572346,0.0,0.0,0.0
chr1:56969872-56970022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56971319-56971469,0.0,0.0,0.0,0.0,0.0011290197236398592,0.0,0.0,0.0
chr1:56971852-56972002,0.0,0.0,0.0,0.0,0.0047183858859504955,0.0,0.0,0.0
chr1:56972005-56972155,0.0,0.0,0.0,0.0,0.00042769704011329387,0.0,0.0,0.0
chr1:56972252-56972402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56972479-56972629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56973109-56973259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56973361-56973511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56977234-56977384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:56977883-56978033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61638747-61638897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61639456-61639606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61668371-61668521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61685359-61685509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61722799-61722949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61771343-61771493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61794492-61794642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61796537-61796687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61825282-61825432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61825599-61825749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61825912-61826062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61826412-61826562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61837252-61837402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61838053-61838203,0.0,0.0,0.0,0.0020376111465202212,0.0,0.0,0.0,0.0
chr1:61841688-61841838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61879522-61879672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61896155-61896305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61913052-61913202,0.0009674766047187111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61913522-61913672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61925082-61925232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61925723-61925873,0.0,8.523258135338782e-05,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61928194-61928344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61997226-61997376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61997920-61998070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61999468-61999618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:61999777-61999927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62000581-62000731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62000906-62001056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62007121-62007271,0.0,0.0,0.0006502179178795459,0.0,0.0,0.0,0.0,0.0
chr1:62008971-62009121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62010297-62010447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62033457-62033607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62053111-62053261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62053469-62053619,0.00919116061270166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62060313-62060463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62071255-62071405,0.0,0.0,0.0,0.0,0.0,0.0,0.004694656707909873,0.0
chr1:62140208-62140358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62140732-62140882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62140862-62141012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62141631-62141781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62154269-62154419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62157042-62157192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62175233-62175383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62205019-62205169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62215721-62215871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62215989-62216139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62216677-62216827,0.0,0.0,0.0,0.0,0.003787433861753635,0.0,0.0,0.0
chr1:62244276-62244426,0.0,0.0003447857790548034,0.0,0.0,0.0,0.0,0.0,0.0
chr1:62244641-62244791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
